iter	RMSE
831	8.960366041
832	8.960343604
833	8.958683734
834	8.957851466
835	8.949707459
836	8.948252062
837	8.947168755
838	8.947014685
839	8.94414501
840	8.940768662
841	8.939699732
842	8.936070917
843	8.934422099
844	8.926361327
845	8.926309154
846	8.925282053
847	8.92490574
848	8.922867263
849	8.917703005
850	8.91742254
851	8.916200328
852	8.915449851
853	8.914913129
854	8.914727162
855	8.907452038
856	8.904985512
857	8.900801047
858	8.900657914
859	8.900147082
860	8.895937614
861	8.895131677
862	8.892941563
863	8.892109796
864	8.889519449
865	8.887850687
866	8.887709252
867	8.883731739
868	8.879659173
869	8.878691558
870	8.877353339
871	8.876759537
872	8.874750928
873	8.868363415
874	8.866116073
875	8.86429277
876	8.860851595
877	8.856877058
878	8.852908794
879	8.85070895
880	8.850040516
881	8.845442112
882	8.84501833
883	8.836442465
884	8.832646692
885	8.83219543
886	8.824347719
887	8.821119414
888	8.819996863
889	8.816543281
890	8.814919831
891	8.811449782
892	8.811346374
893	8.807320291
894	8.806839696
895	8.803665839
896	8.797490653
897	8.791685633
898	8.790035637
899	8.786300036
900	8.778739207
901	8.775848253
902	8.774118204
903	8.768339144
904	8.766816979
905	8.76661696
906	8.766503429
907	8.766238381
908	8.765018957
909	8.762459585
910	8.761914767
911	8.761871277
912	8.761383911
913	8.758738618
914	8.756156864
915	8.75337965
916	8.751971129
917	8.751573329
918	8.750928798
919	8.748520634
920	8.747423319
921	8.745942938
922	8.745763912
923	8.739606195
924	8.736022571
925	8.735836967
926	8.735595631
927	8.735562129
928	8.730357011
929	8.727592031
930	8.725177914
931	8.725133284
932	8.723512577
933	8.723147209
934	8.722694292
935	8.719995149
936	8.719726275
937	8.719156748
938	8.717261475
939	8.71691996
940	8.715411332
941	8.711610188
942	8.709757025
943	8.706266266
944	8.704727456
945	8.704123347
946	8.701434321
947	8.69880882
948	8.696734044
949	8.69447584
950	8.692700152
951	8.692356101
952	8.690453302
953	8.688493014
954	8.687065172
955	8.684004867
956	8.68207525
957	8.679539255
958	8.678220583
959	8.671694339
960	8.668824675
961	8.667003453
962	8.666545335
963	8.661223916
964	8.660997419
965	8.659701841
966	8.652207087
967	8.650201156
968	8.650148425
969	8.647081192
970	8.645337095
971	8.641862361
972	8.64071415
973	8.639804163
974	8.637469827
975	8.636513453
976	8.633867257
977	8.631552782
978	8.631500174
979	8.631105616
980	8.631072833
981	8.629490197
982	8.624043752
983	8.623651498
984	8.621258487
985	8.620691351
986	8.615160931
987	8.612479957
988	8.611617393
989	8.611467107
990	8.608857428
991	8.607462431
992	8.607241308
993	8.606088047
994	8.603796593
995	8.602383929
996	8.599456059
997	8.593421423
998	8.591447171
999	8.590120646
